Sentence,Word,Named Entity
519,Plan,O
519,for,O
519,the,O
519,city,O
519,in,O
519,1946,O
519,.,O
520,#planning,O
520,#Norwich,B-GPE
520,#History,O
520,#architecture,O
520,@richardprice500,B-PER
520,https://t.co/m4H0caTIl0,O
521,\xe2\x80\xa2Skillfull,O
521,tutor,O
521,#Low,O
521,costs,O
521,#Instant,O
521,delivery,O
521,\xf0\x9f\x92\xaf%Legit,O
521,#Online,O
521,classes,O
521,#Maths,O
521,#Algebra,O
521,#Calculus,O
521,#Accouting,O
521,#Statistics,O
521,#English,O
521,#Essays,O
521,#Projects,O
521,#Thesis,O
521,#Business,O
521,#History,O
521,#Phylosophy,O
521,#Psychology,O
521,#Geology,O
521,#Chem,O
521,#Physics,O
521,#Biology,O
521,#Anatomy,O
521,#Dm,O
521,me,O
521,24/7,O
521,https://t.co/7C8XtXdul7,O
522,I,O
522,killed,O
522,it,O
522,in,O
522,the,O
522,Psycho,O
522,shower,O
522,scene,O
522,",",O
522,from,O
522,the,O
522,sizzle,O
522,reel,O
522,for,O
522,my,O
522,book,O
522,The,O
522,Architecture,O
522,of,O
522,Suspense,O
522,",",O
522,directed,O
522,by,O
522,@Fr3deR1cK,B-PER
522,.,O
523,Check,O
523,it,O
523,out,O
523,@TpTV_Network,B-PER
523,https://t.co/Fppu0gto7e,O
523,#psycho,O
523,#alfredhitchcock,B-PER
523,#architectureofsuspense,O
523,#writers,B-PER
523,#film,O
523,#history,O
523,https://t.co/7TtjuebfRn,O
524,Get,O
524,online,O
524,class,O
524,homework,O
524,",",O
524,assignment,O
524,and,O
524,exam,O
524,help,O
524,#Math,O
524,Chemistry,O
524,Biology,O
524,#Essaydue,O
524,#English,O
524,#Paper,O
524,pay,O
524,#Case,O
524,study,O
524,#essaypay,O
524,#Onlineclass,O
524,#Religion,O
524,#BookReview,O
524,#Assignment,O
524,#Chemistry,O
524,#physics,O
524,#history,O
524,#Econometrics,O
524,#marketing,O
524,#python,O
524,#USA,B-GPE
524,#Canada,B-GPE
524,#Australia,B-GPE
524,#UK,B-GPE
524,#Germany,B-GPE
525,The,O
525,grave,O
525,of,O
525,Sarah,B-PER
525,Bernhardt,I-PER
525,(1844,O
525,-,O
525,1923),O
525,",",O
525,possibly,O
525,the,O
525,fist,O
525,\xe2\x80\x98pin-up\xe2\x80\x99,O
525,actress,B-PER
525,celebrity,O
525,",",O
525,and,O
525,certainly,O
525,the,O
525,most,B-PER
525,famous,I-PER
525,actress,I-PER
525,of,I-PER
525,her,I-PER
525,day,I-PER
525,.,O
525,#history,O
525,#cemetery,O
525,#Paris,B-GPE
525,https://t.co/34VajJrZ43,O
526,Kindly,O
526,consider,O
526,me,O
526,to,O
526,workout,O
526,your,O
526,assignments:,O
526,#Expert,O
526,tutor,O
526,#Low,O
526,costs,O
526,#Prompt,O
526,delivery,O
526,\xf0\x9f\x92\xaf%Legit,O
526,#Online,O
526,Class,O
526,#Maths,O
526,#Algebra,O
526,#Calculus,O
526,#Accounting,O
526,#Stats,O
526,#English,O
526,#Essays,O
526,#Projects,O
526,#Thesis,O
526,#Business,O
526,#History,O
526,#Philosophy,O
526,#Chem,O
526,#Biology,O
526,#Anatomy,O
526,#Hmu,O
526,https://t.co/7C8XtXdul7,O
527,@AngelaSarafyan,B-PER
527,THANK,O
527,YOU,O
527,!,O
528,Here,O
528,is,O
528,another,O
528,great,O
528,resource,O
528,for,O
528,Armenians,B-GPE
528,and,O
528,non,B-GPE
528,Armenians,I-GPE
528,who,O
528,wants,O
528,to,O
528,know,O
528,more,O
528,about,O
528,#Armenian,B-GPE
528,#culture,O
528,",",O
528,#art,O
528,and,O
528,our,O
528,#history,O
528,.,O
529,The,O
529,more,O
529,we,O
529,know,O
529,the,O
529,more,O
529,we,O
529,care,O
529,!,O
529,#ArtDiscovery,O
529,https://t.co/EsWSNmEbUs,O
530,Get,O
530,online,O
530,class,O
530,homework,O
530,",",O
530,assignment,O
530,exam,O
530,help,O
530,#essaypay,O
530,#Project,O
530,#Assignmenthelp,O
530,#Essaydue,O
530,#Onlineclass,O
530,#essaywrite,O
530,#History,O
530,#Paysomeone,O
530,#python,O
530,#Math,O
530,#javascript,O
530,#homework,O
530,#homework,O
530,#Casestudy,O
530,#USA,B-GPE
530,#UK,B-GPE
530,#UAE,B-GPE
530,#Kuwait,B-GPE
530,#Australia,B-GPE
530,#SaudiArabia,B-GPE
530,#Paperpay,O
530,#chemistry,O
531,Happy,O
531,#ConstitutionDay,O
531,!,O
532,We,O
532,recently,O
532,visited,O
532,Independence,B-FAC
532,Hall,I-FAC
532,in,O
532,Philadelphia,B-GPE
532,",",O
532,where,O
532,the,O
532,Constitution,O
532,was,O
532,signed,O
532,.,O
533,What,O
533,a,O
533,treat,O
533,.,O
534,It,O
534,is,O
534,important,O
534,to,O
534,me,O
534,that,O
534,our,O
534,son,O
534,be,O
534,exposed,O
534,to,O
534,history,O
534,.,O
535,He,B-PER
535,is,O
535,such,O
535,a,O
535,patriot,O
535,.,O
536,#independence,O
536,#history,O
536,#philadelphia,B-GPE
536,#constitution,O
536,https://t.co/qYNzx0Xxe8,O
537,#OnThisDay,O
537,in,O
537,73.6666666666667,O
537,The,O
537,western,B-ORG
537,militia,I-ORG
537,units,I-ORG
537,with,O
537,Royal,B-PER
537,Gov,I-PER
537,.,I-PER
538,William,I-PER
538,Tryon,I-PER
538,march,O
538,to,O
538,Alamance,B-LOC
538,Camp,I-LOC
538,.,O
538,likely,O
538,the,O
538,same,O
538,place,O
538,eastern,O
538,units,O
538,will,O
538,be,O
538,the,O
538,night,O
538,before,O
538,the,O
538,climactic,O
538,battle,O
538,of,O
538,the,O
538,War,O
538,of,O
538,Regulation,O
538,3,O
538,years,O
538,later,O
538,.,O
538,#NorthCarolina,B-GPE
538,#History,O
538,#RevWar,O
538,#AmRev,O
538,#OTD,O
539,Get,O
539,affordable,O
539,tutoring,O
539,and,O
539,essay,O
539,writing,O
539,services,O
539,.,O
540,#assignment,O
540,.,O
541,#payessays,O
541,.,O
542,#dissertation,O
542,.,O
543,#finalpaper,O
543,.,O
544,#exams,O
544,.,O
545,#quizzes,O
545,.,O
546,#thesis,O
546,#powerpoint,O
546,#statistics,O
546,#economics,O
546,#law,O
546,#maths,O
546,#homework,O
546,#nutrition,O
546,#history,O
546,DM,O
546,or,O
546,Text,O
546,\xf0\x9f\x97\xa8,O
546,+1(256)540-6907,O
546,.,O
546,https://t.co/MOsVzxAX5b,O
547,Spirit,O
547,of,O
547,a,O
547,Culture:,O
547,Cane,B-LOC
547,River,I-LOC
547,Creoles,I-LOC
547,https://t.co/94Pne6e2bt,O
547,#creole,B-GPE
547,#american,B-GPE
547,#history,O
547,#Louisiana,B-GPE
548,Get,O
548,online,O
548,class,O
548,homework,O
548,",",O
548,assignment,O
548,and,O
548,exam,O
548,expert,O
548,help,O
548,with,O
548,#research,O
548,paper,O
548,Essay,O
548,pay,O
548,#Project,O
548,Essay,O
548,due,O
548,#term,O
548,paper,O
548,#econometrics,O
548,#Paperpay,O
548,#Geography,O
548,#,O
548,geometry,O
548,#Matlab,O
548,#History,O
548,Homework,O
548,#Philosophy,O
548,#History,O
548,Thesis,O
548,#Statistics,O
548,#maths,O
548,Online,O
548,class,O
548,mathExam,O
548,expert,O
548,help,O
549,Old,O
549,San,O
549,Antone,O
549,is,O
549,a,O
549,thrilling,O
549,novel,O
549,filled,O
549,with,O
549,historically-accurate,O
549,dialogue,O
549,",",O
549,people,O
549,&amp,O
549,;,O
549,settings,O
549,that\xe2\x80\x99ll,O
549,take,O
549,you,O
549,back,O
549,in,O
549,time,O
549,to,O
549,the,O
549,Wild,O
549,West,O
549,when,O
549,people,O
549,were,O
549,as,O
549,tough,O
549,as,O
549,the,O
549,times,O
549,that,O
549,shaped,O
549,them,O
549,.,O
549,https://t.co/d5yX6slx1H,O
549,#SaturdayVibes,O
549,#EntertainmentNews,O
549,#History,O
549,#books,O
550,Sept,O
550,17,O
550,",",O
550,77.5833333333333,O
550,Battle,O
550,of,O
550,Antietam,O
550,",",O
550,Sharpsburg,B-GPE
550,MD,I-GPE
550,.,O
551,25,O
551,000,O
551,would,O
551,fall,O
551,in,O
551,the,O
551,bloodiest,O
551,single,O
551,day,O
551,in,O
551,U.S,B-GPE
551,.,O
552,History,O
552,#Antietam,B-LOC
552,#civilwar,O
552,#History,O
552,#military,O
552,By,O
552,Map,O
552,by,O
552,Hal,B-PER
552,Jespersen,I-PER
552,",",O
552,https://t.co/HHUnSw2lLb,O
552,",",O
552,CC,O
552,BY,O
552,3,O
552,",",O
552,https://t.co/RZu4G264Y7,O
552,https://t.co/TIVOIf5wPj,O
553,1894,O
553,-,O
553,A,O
553,brand,O
553,new,O
553,Holton,B-FAC
553,Street,I-FAC
553,Bridge,I-FAC
553,.,O
554,This,O
554,lift,O
554,bridge,O
554,was,O
554,built,O
554,in,O
554,1894,O
554,by,O
554,the,O
554,Wisconsin,B-ORG
554,Bridge,I-ORG
554,and,I-ORG
554,Iron,I-ORG
554,Co,I-ORG
554,.,I-ORG
555,It,O
555,was,O
555,replaced,O
555,in,O
555,1926,O
555,",",O
555,and,O
555,is,O
555,still,O
555,in,O
555,use,O
555,",",O
555,although,O
555,upgrades,O
555,have,O
555,been,O
555,made,O
555,since,O
555,then,O
555,.,O
556,Photo:,O
556,MPL,O
556,#milwaukee,B-GPE
556,#history,O
556,https://t.co/yxm9uRgq9P,O
557,Brainard`s,O
557,music,O
557,world,O
557,#history,O
557,#Chicago,B-GPE
557,https://t.co/RYLDUri3fU,O
558,Get,O
558,online,O
558,class,O
558,homework,O
558,",",O
558,assignment,O
558,and,O
558,exam,O
558,expert,O
558,help,O
558,with,O
558,#research,O
558,paper,O
558,Essay,O
558,pay,O
558,#Project,O
558,Essay,O
558,due,O
558,#term,O
558,paper,O
558,#econometrics,O
558,#Paperpay,O
558,#Geography,O
558,#,O
558,geometry,O
558,#Matlab,O
558,#History,O
558,Homework,O
558,#Philosophy,O
558,#History,O
558,Thesis,O
558,#Statistics,O
558,Online,O
558,class,O
558,https://t.co/GNefRpbIEx,O
559,Get,O
559,online,O
559,class,O
559,homework,O
559,",",O
559,assignment,O
559,and,O
559,exam,O
559,expert,O
559,help,O
559,#pay,O
559,homework,O
559,#stats,O
559,#lab,O
559,report,O
559,#algebra,O
559,#compscience,O
559,#calculus,O
559,#Econometrics,O
559,#chemistry,O
559,#biology,O
559,#research,O
559,paper,O
559,pay,O
559,someone,O
559,write,O
559,#English,O
559,#history,O
559,Pay,O
559,psychology,O
559,Pay,O
559,coursework,O
559,#USA,B-GPE
559,#Canada,B-GPE
559,#Australia,B-GPE
559,#UK,B-GPE
559,#UAE,B-GPE
560,When,O
560,Tesla,B-ORG
560,went,O
560,public,O
560,",",O
560,it,O
560,had,O
560,sold,O
560,a,O
560,total,O
560,of,O
560,1,O
560,036,O
560,vehicles,B-VEH
560,.,O
561,This,O
561,year,O
561,",",O
561,Tesla,B-ORG
561,is,O
561,expected,O
561,to,O
561,sell,O
561,more,O
561,than,O
561,1.3,O
561,million,O
561,vehicles,O
561,.,O
561,https://t.co/Msq8yx2Hcm,O
561,#facts,O
561,#knowledge,O
561,#Bitcoin,O
561,#history,O
562,Hugh,B-PER
562,Magnus,I-PER
562,was,O
562,co-king,O
562,of,O
562,#France,B-GPE
562,with,O
562,his,B-PER
562,father,I-PER
562,",",O
562,Robert,B-PER
562,II,I-PER
562,;,O
562,Hugh,B-PER
562,died,O
562,OTD,O
562,in,O
562,1025,O
562,",",O
562,possibly,O
562,of,O
562,a,O
562,fall,O
562,from,O
562,his,B-PER
562,horse,O
562,",",O
562,while,O
562,preparing,O
562,a,O
562,rebellion,O
562,against,O
562,his,B-PER
562,father,I-PER
562,https://t.co/SDWdWHsVJR,O
562,#travel,O
562,#history,O
563,And,O
563,here's,O
563,the,O
563,original,O
563,rocking,O
563,horse,O
563,which,O
563,we,O
563,saw,O
563,at,O
563,St,B-LOC
563,Paul's,I-LOC
563,Walden,I-LOC
563,Bury,I-LOC
563,",",I-LOC
563,childhood,I-LOC
563,home,I-LOC
563,of,O
563,the,O
563,Queen,B-PER
563,Mother,B-PER
563,.,O
564,It,O
564,was,O
564,given,O
564,to,O
564,Princess,B-PER
564,Eliz,I-PER
564,by,O
564,her,B-PER
564,grandfather,I-PER
564,George,I-PER
564,V,I-PER
564,&amp,O
564,;,O
564,ridden,O
564,by,O
564,her,B-PER
564,&amp,O
564,;,O
564,Margaret,B-PER
564,.,O
565,(My,O
565,pic),O
565,@migrhodes,B-PER
565,#QueenElizabethll,B-PER
565,#Royals,O
565,#RoyalFamily,O
565,#History,O
565,https://t.co/OhE4DeVkRn,O
565,https://t.co/XXC7FipN5l,O
566,September,O
566,17,O
566,-,O
566,80.7916666666667,O
566,WW2,O
566,-,O
566,the,O
566,Soviet,B-GPE
566,Union,I-GPE
566,joined,O
566,the,O
566,Nazi,B-ORG
566,invasion,O
566,of,O
566,Poland,B-GPE
566,during,O
566,the,O
566,Polish,B-GPE
566,Defensive,O
566,War,O
566,of,O
566,1939,O
566,.,O
566,#history,O
567,The,O
567,Big,O
567,Bamboozle,O
567,.,O
568,Were,O
568,Phillip,B-PER
568,Marshall,I-PER
568,And,O
568,His,B-PER
568,Kids,I-PER
568,Murdered,O
568,Because,O
568,Of,O
568,Something,O
568,He,B-PER
568,Wrote,O
568,",",O
568,Or,O
568,Was,O
568,About,O
568,To,O
568,Reveal,O
568,?,O
569,Or,O
569,Was,O
569,It,O
569,Indeed,O
569,A,O
569,Murder-Suicide,O
569,?,O
570,|,O
570,Criminal,O
570,\xe2\x81\xa6@Vocal_Creators\xe2\x81\xa9,O
570,#truecrime,O
570,#history,O
570,https://t.co/dZAEdyXTrm,O
571,#history,O
571,teaches,O
571,that,O
571,nations,O
571,go,O
571,to,O
571,war,O
571,in,O
571,order,O
571,to,O
571,resist,O
571,the,O
571,fact,O
571,of,O
571,#change,O
571,#HenryKissinger,B-PER
571,https://t.co/gNRyYHkyuW,O
572,Need,O
572,an,O
572,escape,O
572,?,O
573,Try,O
573,a,O
573,#bookcation,O
573,.,O
574,You'll,O
574,love,O
574,the,O
574,blend,O
574,of,O
574,#intrigue,O
574,#history,O
574,",",O
574,#science,O
574,",",O
574,and,O
574,#mystery,O
574,in,O
574,this,O
574,multi,O
574,#awardwinning,O
574,#thriller,O
574,.,O
574,https://t.co/9WJEV3fp5X,O
574,https://t.co/r19CRsWjrR,O
575,I,O
575,have,O
575,started,O
575,reading,O
575,this,O
575,book,O
575,!,O
575,!,O
575,!,O
576,Biography,O
576,of,O
576,Antoine,B-PER
576,Lavoisier,I-PER
576,by,O
576,Arthur,B-PER
576,Donovan,I-PER
576,.,O
577,I,O
577,can,O
577,never,O
577,read,O
577,too,O
577,much,O
577,about,O
577,Lavoisier.#lavoisier,O
577,#scientists,B-PER
577,#History,O
577,https://t.co/bJ18XnUNhr,O
578,Timms,B-PER
578,Berners,I-PER
578,Liii,I-PER
578,the,O
578,''inventor'',O
578,of,O
578,internet,O
578,historicaly,O
578,will,O
578,be,O
578,accused,O
578,for,O
578,horrendous,O
578,human,O
578,criminality,O
578,emanating,O
578,from,O
578,letting,O
578,extremists,O
578,advocate,O
578,their,O
578,hate,O
578,online,O
578,.,O
579,#internethistory,O
579,#history,O
579,#TheInternetIsAnarchistTool,O
579,@NSAGov,B-ORG
579,@hellenicpolice,B-PER
579,@CNMF_CyberAlert,B-PER
579,@cyber,B-PER
579,https://t.co/ihl0rIFfP9,O
580,@DjsAviation,B-PER
580,Mid,O
580,1970s,O
580,",",O
580,#Boeing,B-ORG
580,chose,O
580,to,O
580,slim,O
580,down,O
580,due,O
580,perceived,O
580,widebody,O
580,surplus,O
580,from,O
580,Tristar/DC10/747,B-VEH
580,.,O
581,Gave,O
581,birth,O
581,to,O
581,the,O
581,narrower,O
581,767,B-VEH
581,.,O
582,They,O
582,couldn't,O
582,have,O
582,foreseen,O
582,A330,B-VEH
582,dev,O
582,of,O
582,A300,B-VEH
582,with,O
582,superior,O
582,belly,O
582,cargo,O
582,space,O
582,.,O
583,Add,O
583,A320,B-VEH
583,success,O
583,",",O
583,and,O
583,#Airbus,O
583,was,O
583,pulling,O
583,away,O
583,#History,O
584,Some,O
584,battles,O
584,are,O
584,more,O
584,foolish,O
584,than,O
584,others,O
584,",",O
584,but,O
584,still,O
584,require,O
584,brave,O
584,warriors,O
584,.,O
585,The,O
585,Turanians,B-GPE
585,honor,O
585,their,O
585,former,O
585,adversaries,O
585,",",O
585,who,O
585,were,O
585,stranded,O
585,on,O
585,a,O
585,beach,B-LOC
585,at,O
585,the,O
585,base,O
585,of,O
585,a,O
585,great,O
585,slope,O
585,held,O
585,by,O
585,the,O
585,defenders,O
585,.,O
585,#travel,O
585,#history,O
585,https://t.co/hCVwgaQbMZ,O
586,Little,O
586,trip,O
586,to,O
586,Lincoln,B-GPE
586,#History,O
586,https://t.co/Tw4qmhu4LY,O
587,Pay,O
587,professionals,O
587,to,O
587,help,O
587,you,O
587,in:,O
587,#Essay,O
587,due,O
587,#Homework,O
587,Test,O
587,help,O
587,Stats,O
587,#Online,O
587,class,O
587,Pay,O
587,paper,O
587,Math,O
587,Music,O
587,#History,O
587,paper,O
587,Criticalwriter5,O
587,Law,O
587,Anatomy,O
587,Philosophy,O
587,Presentation,O
587,Calculus,O
587,#Nursing,O
587,Research,O
587,paper,O
587,Discussion,O
587,post,O
587,Dm,O
587,us,O
587,Criticalwriter5,O
587,Emailacademicauthors97@gmail.com,O
588,#OnThisDay,O
588,in,O
588,#history,O
588,",",O
588,a,O
588,white,O
588,slaver,B-PER
588,just,O
588,traded,O
588,someone's,O
588,friend,B-PER
588,.,O
588,https://t.co/7c8loERkiO,O
589,On,O
589,#ConstitutionDay,O
589,We,O
589,should,O
589,#HitPause,O
589,&amp,O
589,;,O
589,consider,O
589,what,O
589,part,O
589,we,O
589,play,O
589,in,O
589,preserving,O
589,our,O
589,republic,O
589,.,O
590,#Constitution,O
590,set,O
590,3,O
590,cornerstones:,O
590,federalism,O
590,separation,O
590,of,O
590,powers,O
590,checks,O
590,&amp,O
590,;,O
590,balances,O
590,.,O
591,Maintaining,O
591,them,O
591,requires,O
591,a,O
591,thorough,O
591,understanding,O
591,#FactsMatter,O
591,#TruthMatters,O
591,&amp,O
591,;,O
591,#History,O
591,recalled,O
591,.,O
591,https://t.co/KBikTIWM6b,O
592,Fab,O
592,heritage,O
592,tours,O
592,today,O
592,!,O
593,Thanks,O
593,to,O
593,all,O
593,who,O
593,attended,O
593,@LancsRetweet,B-PER
593,@JulietteGregson,B-PER
593,@Diane6646,B-PER
593,@FOHPC,B-PER
593,@ListerLaneCem,B-PER
593,@DalryCemetery,B-PER
593,@NightmaresNorth,B-PER
593,@Liam_HPG,B-PER
593,@LancsRetweet,B-PER
593,@gardensofsilent,B-PER
593,#tour,O
593,#talk,O
593,#history,O
593,#heritage,O
593,#Blackpool,O
593,https://t.co/jTYtMsdg5V,O
594,Why,O
594,are,O
594,some,O
594,countries,O
594,much,O
594,wealthier,O
594,than,O
594,others,O
594,?,O
595,https://t.co/7JB4kiqAyi,O
595,#history,O
595,#economics,O
595,#microeconomics,O
595,#humancapital,O
595,#evolution,O
596,Hire,O
596,us,O
596,to,O
596,do,O
596,your,O
596,#Thesis,O
596,#math,O
596,#Music,O
596,#Finances,O
596,#Geometry,O
596,#Tests,O
596,#Biology,O
596,#Accounting,O
596,#Essays,O
596,#History,O
596,#Geography,O
596,#onlineclasses,O
596,#Quizzes,O
596,#Powerpoint,O
596,#Programming,O
596,#Biography,O
596,#economics,O
596,#Dissertation,O
596,#Engineering,O
596,#SPSS,O
596,#Law,O
596,#Calculus,O
596,#Chemistry,O
596,Click,O
596,on,O
596,our,O
596,Bio,O
596,for,O
596,more,O
596,info:),O
596,https://t.co/guYwLu81AN,O
597,Get,O
597,the,O
597,novel,O
597,readers,B-PER
597,have,O
597,described,O
597,as,O
597,endearingly,O
597,quirky,O
597,for,O
597,the,O
597,holiday,O
597,season,O
597,.,O
598,by,O
598,#L_L_Robinson,B-PER
598,get,O
598,it,O
598,now,O
598,https://t.co/ltwNhTi6a0,O
598,https://t.co/gv8OHBJayr,O
598,RT,O
598,#iartg,O
598,#asmsg,B-ORG
598,#bookboost,O
598,#History,O
599,Should,O
599,these,O
599,visitors,B-PER
599,learn,O
599,something,O
599,of,O
599,local,O
599,#history,O
599,while,O
599,they're,O
599,here,O
599,",",O
599,by,O
599,being,O
599,able,O
599,to,O
599,see,O
599,statues,O
599,of,O
599,historic,O
599,figures,O
599,?,O
600,Do,O
600,you,O
600,support,O
600,re-platforming,O
600,the,O
600,past,O
600,",",O
600,rather,O
600,than,O
600,#censoring,O
600,it,O
600,by,O
600,statue-&amp,O
600,;-place-name,O
600,removal,O
600,?,O
600,https://t.co/FOExn2ZBdl,O
600,https://t.co/Qkov1wmssb,O
601,The,O
601,only,O
601,airworthy,O
601,Cessna,B-VEH
601,A-37,I-VEH
601,in,O
601,the,O
601,world,O
601,at,O
601,present,O
601,.,O
602,@RenoAirRaces,B-PER
602,#RenoAirRaces,O
602,#aviation,O
602,#aviationhistory,O
602,#history,O
602,https://t.co/hXEOulwv4J,O
603,Throwback,O
603,to,O
603,when,O
603,a,O
603,field,O
603,provided,O
603,the,O
603,team,O
603,with,O
603,a,O
603,prize,O
603,that,O
603,had,O
603,alluded,O
603,them,O
603,for,O
603,15,O
603,years,O
603,!,O
604,FOR,O
604,FULL,O
604,VIDEO,O
604,CLICK,O
604,BELOW:,O
604,https://t.co/T9Wpaj3fYe,O
604,This,O
604,was,O
604,a,O
604,first,O
604,for,O
604,Time,O
604,Team,O
604,",",O
604,as,O
604,we,O
604,finally,O
604,uncovered,O
604,an,O
604,Anglo-Saxon,O
604,settlement,O
604,.,O
604,#Archaeology,O
604,#History,O
604,#TimeTeam#Archaeologist,O
604,https://t.co/Pkb14AuydD,O
605,so,O
605,nice,O
605,of,O
605,them,O
605,to,O
605,build,O
605,this,O
605,horse,O
605,as,O
605,a,O
605,completely,O
605,normal,O
605,gift,O
605,!,O
605,#history,O
605,#memes,O
605,https://t.co/FKQiuzl9Gs,O
606,Today,O
606,is,O
606,Constitution,O
606,Day,O
606,.,O
607,Constitution,O
607,Day,O
607,commemorates,O
607,the,O
607,day,O
607,when,O
607,the,O
607,United,O
607,States,O
607,Constitution,O
607,was,O
607,formed,O
607,and,O
607,signed,O
607,by,O
607,39,O
607,delegates,B-PER
607,of,O
607,the,O
607,Constitutional,B-ORG
607,Convention,I-ORG
607,in,O
607,Philadelphia,B-GPE
607,",",O
607,on,O
607,September,O
607,17,O
607,",",O
607,1787,O
607,.,O
607,#FosterFirm,O
607,#Constitution,O
607,#UnitedStates,B-GPE
607,#legalhistory,O
607,#history,O
607,https://t.co/0TtKOTUels,O
608,In,O
608,September,O
608,1787,O
608,",",O
608,the,O
608,Founding,B-PER
608,Fathers,I-PER
608,signed,O
608,the,O
608,most,O
608,influential,O
608,document,O
608,in,O
608,American,B-GPE
608,History,O
608,",",O
608,the,O
608,US,O
608,Constitution,O
608,.,O
608,#History,O
608,#Constitution,O
608,#GeorgeWashington,B-PER
608,#BenjaminFranklin,B-PER
608,https://t.co/932JtJJPZW,O
609,Cloister,B-LOC
609,",",I-LOC
609,Church,I-LOC
609,of,I-LOC
609,Saint,I-LOC
609,Catherine,I-LOC
609,",",I-LOC
609,Bethlehem,I-LOC
609,.,O
610,This,O
610,church,O
610,",",O
610,which,O
610,adjoins,O
610,the,O
610,Church,B-LOC
610,of,I-LOC
610,the,I-LOC
610,Nativity,I-LOC
610,",",O
610,is,O
610,believed,O
610,to,O
610,have,O
610,been,O
610,built,O
610,on,O
610,the,O
610,site,O
610,of,O
610,Saint,B-LOC
610,Jerome's,I-LOC
610,fourth,I-LOC
610,century,I-LOC
610,monastery,I-LOC
610,.,O
610,#travel,O
610,#photo,O
610,#christianity,O
610,#history,O
610,#bethlehem,B-GPE
610,https://t.co/DmBMqO8Zt8,O
611,Bone,O
611,walls,O
611,discovered,O
611,during,O
611,dig,O
611,at,O
611,Ghent,B-FAC
611,Cathedral,I-FAC
611,https://t.co/akurw6E1cH,O
611,#archeologie,O
611,#archeology,O
611,#archaeologylife,O
611,#Archaeology,O
611,#bestoftheday,O
611,#ancienthistory,O
611,#ancient,O
611,#history,O
611,#wonderful,O
612,Friar-Cardwell,O
612,Stage,O
612,Stand,O
612,Cuero,O
612,",",O
612,De,B-GPE
612,Witt,I-GPE
612,County,I-GPE
612,",",I-GPE
612,Texas,I-GPE
612,Location:,O
612,29.131374,O
612,",",O
612,-97.2759335,O
612,#Texas,B-GPE
612,#History,O
612,#TexasHistory,O
612,#Cuero,B-GPE
612,#DeWittCounty,B-GPE
612,#StageCoach,O
612,#PostOffice,B-FAC
612,#MasonicLodge,B-ORG
612,https://t.co/jG0xKXWY6x,O
613,Offer,O
613,us,O
613,few,O
613,US,O
613,dollars,O
613,to,O
613,legit,O
613,do,O
613,your,O
613,assignments,O
613,!,O
614,#homework,O
614,#assignment,O
614,#discussion,O
614,#research,O
614,paper,O
614,#pay,O
614,someone,O
614,write,O
614,#Pay,O
614,essay,O
614,due,O
614,#history,O
614,#psychology,O
614,#math,O
614,assignment,O
614,#Statistics,O
614,#geology,O
614,#chemistry,O
614,lab,O
614,report,O
614,#dissertation,O
615,Due,O
615,to,O
615,setbacks,O
615,in,O
615,the,O
615,Battle,O
615,of,O
615,Britain,O
615,and,O
615,approaching,O
615,autumn,O
615,weather,O
615,",",O
615,Adolf,B-PER
615,Hitler,I-PER
615,postponed,O
615,Operation,O
615,Sea,O
615,Lion,O
615,",",O
615,the,O
615,German,B-GPE
615,invasion,O
615,of,O
615,#Britain,B-GPE
615,",",O
615,OTD,O
615,in,O
615,1940,O
615,https://t.co/EaStGyxIAg,O
615,#travel,O
615,#history,O
616,#OnThisDay,O
616,in,O
616,1939,O
616,the,O
616,carrier,B-VEH
616,HMS,I-VEH
616,Courageous,I-VEH
616,was,O
616,sunk,O
616,by,O
616,U-29,O
616,while,O
616,two,O
616,of,O
616,her,O
616,escorts,O
616,were,O
616,temporarily,O
616,absent,O
616,.,O
617,519,O
617,crew,B-PER
617,members,O
617,went,O
617,down,O
617,with,O
617,Courageous,B-VEH
617,.,O
618,More,O
618,in,O
618,ATLANTIC,O
618,NIGHTMARE,O
618,https://t.co/lZjJ9waufN,O
618,\xe2\x80\xa6,O
618,#ww2,O
618,#submarine,B-VEH
618,#navalhistory,O
618,#history,O
618,https://t.co/FVfEjYVEVe,O
619,Ancient,B-GPE
619,Greece,I-GPE
619,seems,O
619,like,O
619,it,O
619,was,O
619,a,O
619,pretty,O
619,great,O
619,place,O
619,.,O
620,It,O
620,was,O
620,the,O
620,birthplace,O
620,of,O
620,democracy,O
620,",",O
620,it,O
620,had,O
620,a,O
620,flourishing,O
620,arts,O
620,scene,O
620,",",O
620,a,O
620,vibrant,O
620,mythology,O
620,",",O
620,and,O
620,spectacular,O
620,architecture,O
620,.,O
621,Prominent,O
621,intellectuals,O
621,like,O
621,Aristotle,B-PER
621,and,O
621,Plato..,B-PER
621,.,O
622,#AncientGreece,B-GPE
622,#History,O
622,https://t.co/l6BEcfyuSS,O
623,17th,O
623,September,O
623,1942,O
623,A,O
623,paratroop,O
623,recruit,O
623,jumps,O
623,from,O
623,the,O
623,parachute,O
623,tower,O
623,at,O
623,Chesterfield,B-GPE
623,in,I-GPE
623,Derbyshire,I-GPE
623,.,O
624,#otd,O
624,#history,O
624,#ww2,O
624,#british,B-GPE
624,#britisharmy,B-ORG
624,https://t.co/OpNaEVtw4Y,O
625,On,O
625,this,O
625,day,O
625,in,O
625,2001,O
625,",",O
625,the,O
